Date,Account_ID,Department_ID,Scenario,Amount
06/15/2023,OPEX-002,DPT-200,Budget,10759.05
05/06/2023,COGS-002,DPT-400,Budget,19186
09/09/2023,OPEX-003,DPT-300,Actual,14071.63
09/22/2023,COGS-002,DPT-500,Actual,5148.82
06/12/2023,OPEX-001,DPT-300,Actual,15312.85
12/20/2023,OPEX-001,DPT-300,Actual,15706.34
02/14/2023,COGS-002,DPT-100,Actual,15883.82
05/09/2023,COGS-002,DPT-200,Budget,7399.84
01/25/2023,OPEX-001,DPT-100,Actual,3195.49
02/18/2023,OPEX-002,DPT-300,Budget,3222.16
12/23/2023,OPEX-002,DPT-200,Budget,9313.42
02/17/2023,COGS-001,DPT-100,Actual,21869.73
05/04/2023,REV-002,DPT-300,Budget,122667.58
12/07/2023,OPEX-004,DPT-500,Actual,17274.93
01/03/2023,REV-001,DPT-100,Budget,125902.69
01/24/2023,OPEX-001,DPT-200,Actual,19614.92
11/25/2023,OPEX-002,DPT-200,Budget,3159.75
07/27/2023,OPEX-001,DPT-500,Budget,12579.63
01/02/2023,OPEX-005,DPT-200,Budget,6511.78
11/24/2023,OPEX-004,DPT-500,Actual,8798.02
11/30/2023,OPEX-005,DPT-300,Budget,11915.96
06/17/2023,OPEX-001,DPT-300,Actual,1385.67
05/17/2023,OPEX-001,DPT-300,Actual,10141.22
09/25/2023,OPEX-005,DPT-200,Actual,4412.01
04/02/2023,REV-002,DPT-300,Budget,113701.11
07/24/2023,REV-001,DPT-300,Budget,107810.3
08/18/2023,OPEX-002,DPT-100,Budget,3468.07
10/15/2023,OPEX-005,DPT-100,Budget,1611.14
03/25/2023,OPEX-005,DPT-100,Budget,18616.56
04/19/2023,OPEX-003,DPT-400,Actual,4811.98
03/31/2023,OPEX-005,DPT-400,Budget,12911.05
08/12/2023,OPEX-002,DPT-200,Actual,2349.33
11/17/2023,OPEX-001,DPT-300,Actual,10257.63
10/09/2023,OPEX-004,DPT-100,Actual,3315.23
01/03/2023,OPEX-001,DPT-100,Actual,11239.32
04/07/2023,OPEX-003,DPT-400,Actual,17102.03
09/21/2023,REV-001,DPT-200,Actual,69562.34
04/03/2023,REV-002,DPT-300,Actual,86807.69
03/30/2023,OPEX-001,DPT-100,Budget,6212.32
12/17/2023,COGS-002,DPT-300,Budget,24259.68
02/24/2023,COGS-002,DPT-400,Actual,19505.56
04/15/2023,COGS-002,DPT-300,Actual,19439.57
09/11/2023,REV-002,DPT-400,Budget,89555.51
01/16/2023,OPEX-004,DPT-500,Actual,17926.94
10/11/2023,OPEX-002,DPT-100,Budget,2913.62
10/28/2023,OPEX-005,DPT-400,Budget,10081.65
11/28/2023,OPEX-004,DPT-400,Budget,12257.38
04/19/2023,OPEX-003,DPT-400,Budget,14732.26
08/11/2023,REV-002,DPT-400,Budget,23487.02
06/07/2023,OPEX-004,DPT-100,Actual,16329.69
12/27/2023,OPEX-002,DPT-300,Budget,17737.74
09/04/2023,COGS-001,DPT-200,Actual,25063.16
08/23/2023,OPEX-004,DPT-400,Budget,5035.2
01/06/2023,REV-001,DPT-200,Budget,123086.17
03/15/2023,REV-002,DPT-400,Actual,84914.67
10/08/2023,REV-001,DPT-400,Actual,48847.01
07/31/2023,REV-002,DPT-100,Budget,71665.19
12/18/2023,OPEX-002,DPT-400,Actual,9997.74
08/20/2023,OPEX-001,DPT-500,Actual,1048.47
10/09/2023,OPEX-005,DPT-100,Budget,8985.95
05/15/2023,OPEX-001,DPT-500,Actual,12878.54
05/25/2023,OPEX-005,DPT-100,Actual,17218.42
04/22/2023,OPEX-004,DPT-400,Budget,19471.27
03/04/2023,OPEX-004,DPT-400,Actual,14866.53
10/16/2023,REV-001,DPT-100,Budget,17665.55
10/14/2023,REV-001,DPT-400,Budget,138628.34
06/27/2023,REV-001,DPT-400,Actual,84953.47
02/21/2023,COGS-001,DPT-300,Actual,24262.03
03/12/2023,OPEX-003,DPT-200,Actual,1471.28
12/21/2023,OPEX-005,DPT-100,Actual,4389.13
01/25/2023,REV-001,DPT-500,Actual,147230.56
07/02/2023,OPEX-001,DPT-100,Budget,6184.43
11/30/2023,OPEX-002,DPT-400,Actual,8782.96
05/11/2023,OPEX-003,DPT-400,Actual,3590.53
04/23/2023,REV-001,DPT-400,Budget,54332.59
11/19/2023,OPEX-005,DPT-400,Budget,10544.59
01/08/2023,COGS-002,DPT-400,Actual,9086.95
03/09/2023,COGS-001,DPT-400,Actual,26502.99
12/22/2023,REV-002,DPT-500,Budget,17338.03
10/04/2023,REV-002,DPT-200,Actual,128782.31
05/03/2023,COGS-001,DPT-200,Actual,12073.88
01/08/2023,OPEX-002,DPT-400,Budget,2013.39
10/03/2023,OPEX-002,DPT-200,Budget,9243.67
08/18/2023,OPEX-005,DPT-300,Budget,9499.27
05/11/2023,COGS-001,DPT-400,Budget,21742.14
03/25/2023,OPEX-001,DPT-400,Actual,17114.92
11/05/2023,COGS-002,DPT-100,Actual,19400.26
12/26/2023,OPEX-001,DPT-300,Budget,13862.72
10/09/2023,COGS-001,DPT-200,Actual,28206.12
04/11/2023,OPEX-003,DPT-300,Actual,2581.33
11/29/2023,REV-002,DPT-500,Budget,46255.88
11/05/2023,REV-001,DPT-300,Budget,22750.89
05/06/2023,COGS-001,DPT-100,Actual,11758.29
04/24/2023,COGS-001,DPT-300,Budget,13958.55
03/25/2023,COGS-002,DPT-100,Actual,21068.34
08/31/2023,OPEX-001,DPT-500,Budget,1043.73
07/30/2023,REV-001,DPT-200,Budget,109278.19
06/18/2023,OPEX-001,DPT-400,Actual,13367.27
10/03/2023,OPEX-005,DPT-300,Actual,15451.15
01/06/2023,REV-001,DPT-400,Budget,148621.31
06/14/2023,OPEX-001,DPT-100,Budget,1085.31
11/07/2023,REV-001,DPT-500,Budget,135341.78
06/18/2023,OPEX-004,DPT-100,Actual,15569.01
07/18/2023,COGS-002,DPT-500,Budget,7048.3
12/11/2023,OPEX-002,DPT-400,Budget,2843.18
12/18/2023,OPEX-005,DPT-500,Budget,18351.65
12/29/2023,OPEX-002,DPT-400,Budget,3560.01
02/19/2023,OPEX-005,DPT-200,Budget,11968.15
02/04/2023,REV-001,DPT-400,Actual,83939.62
02/22/2023,COGS-002,DPT-400,Budget,24765.66
01/19/2023,COGS-001,DPT-100,Actual,22467.14
01/11/2023,COGS-001,DPT-300,Actual,25833.54
08/04/2023,REV-002,DPT-200,Actual,10399.38
11/23/2023,OPEX-005,DPT-300,Budget,15645.29
03/29/2023,REV-001,DPT-200,Budget,79424.4
07/27/2023,COGS-002,DPT-400,Actual,9499.9
12/26/2023,OPEX-004,DPT-400,Actual,11174.6
02/21/2023,OPEX-004,DPT-400,Actual,19555.67
01/16/2023,OPEX-003,DPT-200,Actual,10548.46
11/21/2023,OPEX-005,DPT-300,Actual,14805.36
05/03/2023,OPEX-005,DPT-200,Actual,11374.84
02/11/2023,COGS-001,DPT-200,Actual,24195.26
04/10/2023,OPEX-003,DPT-500,Actual,11988.49
04/09/2023,OPEX-003,DPT-500,Budget,2777.19
10/10/2023,REV-001,DPT-400,Budget,87792.08
07/11/2023,OPEX-001,DPT-200,Budget,14996.37
09/10/2023,REV-002,DPT-100,Budget,11035.18
04/01/2023,OPEX-005,DPT-500,Budget,9503.86
11/06/2023,COGS-001,DPT-400,Actual,10118.94
04/30/2023,COGS-002,DPT-400,Actual,18516.76
06/23/2023,OPEX-003,DPT-200,Actual,6114.14
09/19/2023,COGS-002,DPT-100,Actual,28762.17
03/23/2023,COGS-002,DPT-400,Budget,8897.37
05/01/2023,OPEX-001,DPT-400,Budget,5810.21
07/22/2023,OPEX-005,DPT-300,Budget,4969.32
05/11/2023,REV-002,DPT-100,Budget,148811.84
07/12/2023,OPEX-005,DPT-100,Budget,7180.31
10/08/2023,OPEX-001,DPT-500,Actual,10023.18
08/13/2023,REV-002,DPT-200,Actual,89897.99
12/23/2023,REV-001,DPT-500,Budget,80260.88
04/26/2023,OPEX-003,DPT-400,Actual,5624.32
02/09/2023,COGS-001,DPT-100,Actual,29135.67
03/21/2023,OPEX-002,DPT-100,Budget,11416.73
02/27/2023,REV-002,DPT-100,Actual,66646.21
12/14/2023,OPEX-003,DPT-500,Budget,17616.78
12/18/2023,COGS-001,DPT-100,Budget,25026.67
04/08/2023,OPEX-002,DPT-300,Actual,11261.09
10/04/2023,REV-002,DPT-300,Budget,64228.7
02/11/2023,COGS-002,DPT-300,Actual,26181.89
03/13/2023,OPEX-001,DPT-200,Actual,3395.69
02/09/2023,OPEX-003,DPT-200,Actual,12038.8
01/27/2023,COGS-002,DPT-100,Actual,19065.53
07/04/2023,OPEX-003,DPT-200,Budget,3817.69
12/22/2023,REV-002,DPT-100,Actual,26389.91
06/21/2023,REV-002,DPT-400,Actual,133583.35
07/16/2023,OPEX-003,DPT-100,Budget,19578.5
10/04/2023,COGS-002,DPT-200,Actual,12066.54
02/11/2023,OPEX-004,DPT-300,Budget,15298.31
12/11/2023,OPEX-004,DPT-200,Budget,4883.19
11/10/2023,OPEX-001,DPT-100,Actual,17346.71
03/27/2023,REV-002,DPT-200,Budget,53464.25
07/08/2023,OPEX-002,DPT-500,Budget,3841.53
05/15/2023,OPEX-001,DPT-400,Budget,9156.94
05/24/2023,COGS-001,DPT-400,Budget,19123.19
09/26/2023,OPEX-005,DPT-300,Actual,18715
04/18/2023,OPEX-004,DPT-300,Actual,3580.43
01/01/2023,COGS-002,DPT-100,Actual,10530.49
04/26/2023,OPEX-003,DPT-400,Actual,6702.81
08/11/2023,OPEX-005,DPT-500,Actual,7901.42
09/05/2023,REV-001,DPT-400,Actual,135110.89
02/21/2023,OPEX-004,DPT-300,Actual,9352.76
07/27/2023,COGS-002,DPT-400,Budget,29320.73
09/01/2023,COGS-001,DPT-100,Actual,26847.56
08/30/2023,COGS-001,DPT-300,Actual,22748.71
03/31/2023,OPEX-001,DPT-200,Actual,10795.4
09/15/2023,REV-002,DPT-300,Budget,81246.71
05/23/2023,REV-001,DPT-500,Actual,108646.65
07/30/2023,REV-002,DPT-100,Actual,66942.67
08/20/2023,COGS-001,DPT-400,Budget,9852.93
03/02/2023,OPEX-003,DPT-300,Actual,19084.13
08/29/2023,OPEX-001,DPT-400,Actual,1950.71
09/05/2023,OPEX-004,DPT-300,Budget,16148.39
03/22/2023,OPEX-003,DPT-100,Actual,16486.42
01/21/2023,REV-002,DPT-100,Actual,23099.95
06/20/2023,OPEX-005,DPT-400,Actual,13174.1
07/17/2023,REV-001,DPT-500,Budget,146742.3
08/23/2023,COGS-001,DPT-200,Budget,19509.19
08/21/2023,OPEX-005,DPT-100,Budget,3453.69
07/15/2023,OPEX-004,DPT-100,Actual,11517.26
04/16/2023,OPEX-003,DPT-300,Budget,17147.21
01/15/2023,REV-002,DPT-300,Actual,38145.35
10/18/2023,OPEX-004,DPT-500,Budget,4441.93
11/09/2023,OPEX-001,DPT-400,Actual,9509.77
02/01/2023,COGS-002,DPT-200,Budget,21899.46
12/04/2023,REV-002,DPT-500,Actual,146907.83
02/04/2023,COGS-002,DPT-500,Budget,8092.72
12/03/2023,REV-001,DPT-400,Actual,132594.3
08/20/2023,OPEX-001,DPT-400,Budget,10499.03
07/15/2023,REV-002,DPT-500,Actual,15731.67
06/21/2023,REV-001,DPT-200,Budget,112838.11
11/16/2023,OPEX-005,DPT-100,Actual,17114.37
07/06/2023,REV-002,DPT-500,Budget,140525.29
01/31/2023,REV-002,DPT-500,Budget,112224.54
12/14/2023,OPEX-001,DPT-200,Budget,12051.73
09/29/2023,REV-002,DPT-200,Budget,147783.54
06/09/2023,OPEX-003,DPT-400,Budget,15045.49
01/28/2023,REV-002,DPT-200,Actual,83055.52
01/16/2023,OPEX-003,DPT-500,Actual,13401.74
02/05/2023,OPEX-002,DPT-200,Budget,11243.57
05/03/2023,OPEX-001,DPT-100,Actual,10256.29
05/03/2023,COGS-001,DPT-200,Budget,18036.19
09/14/2023,OPEX-004,DPT-100,Actual,3963.91
06/13/2023,OPEX-005,DPT-500,Budget,15218.76
01/07/2023,OPEX-005,DPT-300,Budget,7420.39
08/20/2023,OPEX-001,DPT-300,Budget,17194.63
06/16/2023,REV-002,DPT-300,Budget,125556.81
06/27/2023,OPEX-005,DPT-500,Actual,19940.03
07/12/2023,REV-001,DPT-400,Budget,34344.01
11/02/2023,OPEX-005,DPT-200,Actual,17892.79
01/18/2023,COGS-002,DPT-100,Budget,10468.05
10/12/2023,OPEX-001,DPT-200,Budget,16067.38
08/08/2023,REV-002,DPT-500,Budget,66219.13
06/06/2023,COGS-002,DPT-500,Budget,14207.2
05/14/2023,REV-001,DPT-400,Actual,86103.49
07/02/2023,OPEX-003,DPT-400,Actual,10187.81
03/01/2023,COGS-001,DPT-400,Actual,23416.37
04/30/2023,REV-001,DPT-100,Budget,78643.26
08/03/2023,REV-001,DPT-200,Actual,81179.46
07/24/2023,OPEX-005,DPT-400,Budget,10682.09
06/06/2023,COGS-001,DPT-100,Actual,10534.6
10/27/2023,REV-002,DPT-200,Budget,77320.66
03/30/2023,OPEX-004,DPT-300,Actual,4547.57
08/01/2023,OPEX-001,DPT-300,Budget,6021.42
06/29/2023,COGS-001,DPT-300,Budget,15782.54
03/27/2023,REV-001,DPT-300,Budget,20453.29
01/11/2023,OPEX-003,DPT-500,Budget,9421.54
01/06/2023,OPEX-004,DPT-500,Budget,7377.34
03/09/2023,REV-001,DPT-400,Actual,42517.53
04/26/2023,OPEX-003,DPT-200,Actual,6409.51
04/26/2023,OPEX-003,DPT-200,Budget,18886.15
09/20/2023,REV-001,DPT-400,Budget,43484.86
07/01/2023,COGS-001,DPT-400,Actual,11886.52
02/17/2023,OPEX-005,DPT-400,Actual,8672.11
03/07/2023,OPEX-003,DPT-100,Actual,17243.66
12/06/2023,OPEX-004,DPT-200,Actual,18227.74
08/08/2023,OPEX-005,DPT-100,Actual,18080.41
08/31/2023,OPEX-001,DPT-400,Actual,16188.96
06/11/2023,OPEX-002,DPT-500,Budget,16947.25
10/02/2023,COGS-002,DPT-400,Budget,17879.16
11/07/2023,COGS-002,DPT-200,Budget,16969.43
06/09/2023,REV-001,DPT-200,Actual,99254.6
03/10/2023,OPEX-003,DPT-200,Budget,12328.59
03/16/2023,REV-001,DPT-200,Budget,129583.98
12/17/2023,OPEX-001,DPT-200,Actual,1826.65
09/15/2023,REV-001,DPT-400,Budget,96036.33
03/06/2023,OPEX-002,DPT-400,Actual,6046.86
07/07/2023,OPEX-004,DPT-200,Budget,6491.32
02/11/2023,COGS-002,DPT-100,Budget,21137.86
03/20/2023,OPEX-002,DPT-200,Budget,14324.99
08/12/2023,COGS-001,DPT-400,Actual,10509.89
12/09/2023,OPEX-003,DPT-200,Actual,19713.18
02/04/2023,OPEX-001,DPT-100,Budget,13216.42
12/26/2023,COGS-002,DPT-300,Budget,13067.6
09/13/2023,COGS-002,DPT-400,Budget,13352.84
12/13/2023,OPEX-001,DPT-100,Actual,1691.68
09/23/2023,REV-001,DPT-500,Actual,29399.65
01/08/2023,OPEX-003,DPT-500,Actual,5001.74
12/11/2023,OPEX-001,DPT-500,Budget,6033.87
09/03/2023,COGS-001,DPT-500,Actual,23399.65
09/25/2023,OPEX-004,DPT-200,Budget,3672.87
03/31/2023,OPEX-004,DPT-200,Budget,5083.98
09/07/2023,OPEX-005,DPT-500,Actual,14392.84
02/14/2023,COGS-001,DPT-100,Budget,12263.93
01/26/2023,REV-002,DPT-100,Actual,45786.28
02/15/2023,REV-001,DPT-100,Actual,144629.56
05/16/2023,OPEX-003,DPT-500,Budget,12028.19
11/28/2023,COGS-001,DPT-500,Actual,12715.04
08/07/2023,REV-002,DPT-500,Budget,82849.41
09/01/2023,OPEX-004,DPT-500,Actual,17457.12
12/20/2023,OPEX-001,DPT-500,Actual,1157.97
01/29/2023,OPEX-005,DPT-500,Actual,1726.27
05/14/2023,REV-001,DPT-100,Budget,37312.89
06/16/2023,COGS-002,DPT-500,Budget,7157.45
03/29/2023,OPEX-004,DPT-300,Actual,1933.97
08/01/2023,REV-001,DPT-200,Actual,24007.46
08/29/2023,OPEX-005,DPT-500,Actual,17856.18
12/11/2023,COGS-002,DPT-400,Budget,29138.37
04/28/2023,REV-002,DPT-400,Actual,40106.32
05/06/2023,OPEX-002,DPT-300,Budget,7589.51
07/30/2023,OPEX-004,DPT-500,Budget,17247.05
05/01/2023,OPEX-005,DPT-100,Actual,11795.13
12/30/2023,COGS-001,DPT-500,Actual,17381.31
09/06/2023,REV-001,DPT-500,Actual,90997.58
07/19/2023,OPEX-005,DPT-500,Actual,5712.98
06/16/2023,OPEX-002,DPT-100,Actual,9130.75
08/16/2023,COGS-001,DPT-400,Actual,25236.92
01/05/2023,OPEX-003,DPT-100,Budget,16923.98
08/15/2023,REV-001,DPT-500,Actual,78562.1
10/23/2023,OPEX-005,DPT-200,Actual,3299.18
03/22/2023,OPEX-001,DPT-400,Budget,13389.49
05/15/2023,OPEX-003,DPT-500,Budget,17691.14
08/18/2023,COGS-001,DPT-400,Actual,7035.94
02/15/2023,OPEX-004,DPT-500,Actual,7861.21
02/06/2023,COGS-001,DPT-400,Budget,21604.55
03/03/2023,COGS-002,DPT-200,Budget,29719.58
10/22/2023,OPEX-002,DPT-200,Budget,4700.22
09/10/2023,OPEX-002,DPT-200,Actual,18297.42
02/01/2023,COGS-001,DPT-100,Budget,17986.91
08/23/2023,COGS-002,DPT-400,Actual,17995.05
09/30/2023,OPEX-004,DPT-300,Actual,15877.54
10/20/2023,OPEX-001,DPT-300,Actual,17389
07/12/2023,OPEX-004,DPT-500,Actual,18211.37
01/30/2023,COGS-002,DPT-300,Budget,16932.67
08/25/2023,OPEX-003,DPT-100,Budget,10615.37
08/25/2023,COGS-001,DPT-500,Actual,18171.83
06/16/2023,OPEX-003,DPT-200,Budget,14727.9
06/14/2023,OPEX-003,DPT-300,Actual,13389.69
06/08/2023,OPEX-003,DPT-500,Budget,9959.31
04/19/2023,COGS-002,DPT-300,Actual,25026.69
02/03/2023,REV-002,DPT-400,Actual,52162.98
01/07/2023,OPEX-003,DPT-200,Budget,7332.66
12/08/2023,COGS-002,DPT-200,Budget,16495.54
01/01/2023,OPEX-003,DPT-500,Budget,5923.68
04/09/2023,COGS-002,DPT-300,Budget,27543.35
09/04/2023,COGS-001,DPT-300,Actual,7149.13
08/02/2023,OPEX-004,DPT-100,Actual,15909.74
05/30/2023,REV-002,DPT-500,Budget,122936.32
02/13/2023,OPEX-005,DPT-400,Actual,17108.93
06/24/2023,OPEX-003,DPT-400,Actual,7313.95
07/27/2023,OPEX-003,DPT-100,Actual,19369.93
11/18/2023,OPEX-003,DPT-400,Budget,18515.5
03/16/2023,OPEX-001,DPT-200,Actual,1381
06/05/2023,OPEX-004,DPT-100,Actual,1624.36
09/14/2023,OPEX-005,DPT-500,Budget,13215.68
10/16/2023,REV-002,DPT-400,Budget,39234.72
12/26/2023,OPEX-004,DPT-300,Actual,8062.25
04/12/2023,OPEX-002,DPT-200,Actual,4767.87
04/26/2023,OPEX-005,DPT-500,Budget,15900.94
10/14/2023,OPEX-002,DPT-500,Actual,13118.4
03/20/2023,OPEX-005,DPT-400,Budget,3051.55
02/24/2023,REV-001,DPT-100,Budget,16196.61
02/04/2023,OPEX-003,DPT-500,Actual,6943.29
03/13/2023,OPEX-005,DPT-200,Budget,19257.07
11/27/2023,REV-001,DPT-500,Actual,79822.73
04/07/2023,OPEX-004,DPT-400,Budget,7720.73
11/15/2023,OPEX-004,DPT-400,Actual,1315.29
03/11/2023,OPEX-004,DPT-400,Budget,3439.31
09/21/2023,OPEX-003,DPT-500,Actual,7755.4
08/03/2023,OPEX-003,DPT-100,Actual,16668.82
05/06/2023,REV-002,DPT-500,Budget,69190.52
11/19/2023,REV-002,DPT-300,Budget,20711.16
05/20/2023,OPEX-002,DPT-200,Budget,4570.88
01/07/2023,COGS-001,DPT-300,Budget,21110.36
08/30/2023,REV-002,DPT-400,Actual,113827.98
08/08/2023,OPEX-001,DPT-200,Budget,18392.62
01/13/2023,OPEX-003,DPT-200,Budget,3263.43
11/03/2023,OPEX-002,DPT-100,Budget,12701.33
01/23/2023,REV-002,DPT-100,Budget,95464.85
04/21/2023,OPEX-002,DPT-100,Actual,7927.62
04/20/2023,OPEX-001,DPT-500,Actual,18139.93
06/13/2023,COGS-001,DPT-500,Budget,28365.59
12/29/2023,OPEX-005,DPT-300,Budget,4649.02
10/28/2023,OPEX-001,DPT-200,Budget,15327.46
07/16/2023,COGS-002,DPT-100,Budget,9654
09/20/2023,REV-001,DPT-500,Budget,79153.73
05/14/2023,OPEX-003,DPT-200,Budget,11832.52
10/04/2023,COGS-002,DPT-400,Budget,21863.25
03/20/2023,COGS-001,DPT-400,Budget,24101.28
01/11/2023,OPEX-002,DPT-300,Actual,18641.4
04/22/2023,REV-001,DPT-400,Actual,28715.05
04/10/2023,OPEX-002,DPT-400,Actual,18088.13
11/21/2023,REV-001,DPT-300,Budget,39629.61
11/21/2023,OPEX-003,DPT-100,Budget,19888.6
04/14/2023,OPEX-001,DPT-400,Actual,19876.62
12/19/2023,OPEX-002,DPT-500,Budget,11528.08
12/22/2023,OPEX-001,DPT-400,Budget,3717.47
06/19/2023,COGS-001,DPT-500,Actual,28842.17
05/18/2023,REV-001,DPT-300,Actual,119231.76
01/29/2023,REV-002,DPT-200,Budget,74773.4
06/15/2023,COGS-002,DPT-400,Actual,23619.28
05/16/2023,COGS-002,DPT-200,Actual,10728.18
05/24/2023,OPEX-005,DPT-200,Actual,13303.55
02/21/2023,REV-002,DPT-500,Budget,70284.86
02/08/2023,REV-002,DPT-400,Budget,45127.84
09/20/2023,OPEX-003,DPT-300,Budget,2903.51
05/27/2023,REV-001,DPT-500,Budget,105953.62
03/21/2023,OPEX-001,DPT-300,Budget,5302.22
06/26/2023,OPEX-003,DPT-300,Actual,8709.26
07/09/2023,OPEX-004,DPT-400,Budget,17252.97
11/14/2023,OPEX-002,DPT-200,Budget,17434.82
07/26/2023,COGS-001,DPT-100,Budget,29684.82
12/29/2023,REV-002,DPT-100,Budget,11644.29
06/02/2023,OPEX-001,DPT-300,Actual,6713.96
03/30/2023,OPEX-002,DPT-400,Budget,12799.83
04/26/2023,COGS-002,DPT-300,Budget,6035.88
10/19/2023,COGS-001,DPT-300,Actual,26726.59
09/02/2023,REV-002,DPT-500,Budget,64753.51
01/05/2023,OPEX-001,DPT-400,Budget,12359.23
06/03/2023,REV-002,DPT-200,Actual,101348
06/04/2023,COGS-002,DPT-300,Actual,27024.8
07/12/2023,REV-001,DPT-200,Actual,84073.36
06/29/2023,REV-001,DPT-100,Actual,134914.65
04/09/2023,COGS-002,DPT-100,Actual,11999.26
09/27/2023,OPEX-003,DPT-100,Budget,7024.9
08/09/2023,REV-002,DPT-200,Actual,25761.96
06/01/2023,COGS-002,DPT-500,Budget,22753.99
09/29/2023,COGS-002,DPT-400,Budget,21603.56
11/07/2023,COGS-002,DPT-200,Actual,24408.28
11/19/2023,OPEX-004,DPT-500,Actual,3818.42
06/13/2023,OPEX-002,DPT-200,Budget,10352.61
12/09/2023,OPEX-005,DPT-200,Budget,3530.91
08/31/2023,OPEX-004,DPT-400,Budget,3972.06
04/28/2023,COGS-001,DPT-400,Actual,26108.35
04/24/2023,COGS-002,DPT-200,Budget,20435.63
01/16/2023,REV-001,DPT-300,Actual,51209.83
09/15/2023,REV-002,DPT-500,Actual,10503.76
09/04/2023,REV-001,DPT-100,Budget,130904.54
11/30/2023,COGS-002,DPT-100,Actual,20163.06
12/19/2023,OPEX-001,DPT-500,Budget,17610.69
02/27/2023,OPEX-003,DPT-400,Actual,7159.4
12/06/2023,OPEX-002,DPT-500,Actual,3883.73
02/09/2023,OPEX-004,DPT-500,Actual,12340.99
08/15/2023,REV-002,DPT-500,Budget,86710.13
11/22/2023,REV-002,DPT-100,Actual,46383.17
08/07/2023,OPEX-001,DPT-400,Budget,5359.56
02/17/2023,REV-002,DPT-300,Budget,56475.13
03/05/2023,OPEX-001,DPT-300,Actual,19180.6
06/21/2023,REV-002,DPT-200,Budget,139419.77
03/04/2023,OPEX-005,DPT-100,Budget,2527.5
12/27/2023,OPEX-003,DPT-400,Actual,11011.33
03/05/2023,OPEX-004,DPT-300,Budget,15566.28
07/31/2023,REV-002,DPT-100,Actual,18986.35
05/21/2023,OPEX-003,DPT-400,Budget,3961.41
04/01/2023,REV-001,DPT-500,Actual,121944.02
01/30/2023,OPEX-002,DPT-400,Budget,18558.6
05/10/2023,REV-002,DPT-500,Budget,116905.34
03/23/2023,COGS-001,DPT-500,Budget,20653.79
10/30/2023,REV-002,DPT-300,Budget,25063.31
06/30/2023,OPEX-005,DPT-500,Actual,4718.06
11/16/2023,OPEX-005,DPT-200,Budget,6953.43
06/05/2023,REV-001,DPT-200,Budget,120668.01
06/05/2023,OPEX-001,DPT-400,Budget,11249.37
08/20/2023,OPEX-003,DPT-100,Budget,8628.97
08/26/2023,REV-002,DPT-100,Actual,142867.75
10/05/2023,COGS-002,DPT-200,Actual,8896.71
04/26/2023,OPEX-004,DPT-400,Actual,10846.72
12/28/2023,REV-001,DPT-300,Actual,115764.29
07/13/2023,OPEX-002,DPT-300,Budget,14395.35
09/19/2023,OPEX-005,DPT-500,Budget,5989.8
08/13/2023,REV-001,DPT-200,Actual,102580.5
06/01/2023,OPEX-004,DPT-300,Actual,2345.82
08/02/2023,OPEX-003,DPT-200,Budget,14026.69
03/31/2023,OPEX-002,DPT-500,Budget,4812.42
04/06/2023,OPEX-003,DPT-500,Actual,18648.64
07/13/2023,OPEX-002,DPT-500,Budget,17143.68
06/10/2023,OPEX-003,DPT-200,Budget,8613.45
01/19/2023,OPEX-003,DPT-400,Actual,6117.01
04/21/2023,OPEX-003,DPT-400,Budget,16588.29
03/24/2023,COGS-002,DPT-100,Actual,14731.31
08/13/2023,OPEX-005,DPT-300,Budget,10084.98
12/15/2023,OPEX-004,DPT-500,Budget,14371.36
01/04/2023,OPEX-002,DPT-400,Budget,17579.5
06/24/2023,OPEX-001,DPT-400,Actual,15915.68
09/13/2023,OPEX-001,DPT-200,Budget,9938.74
02/12/2023,OPEX-005,DPT-100,Budget,15973.2
11/20/2023,OPEX-005,DPT-200,Budget,14135
08/15/2023,OPEX-004,DPT-400,Actual,18514.45
12/04/2023,OPEX-004,DPT-200,Budget,5497.24
01/29/2023,COGS-001,DPT-400,Actual,14019.2
04/24/2023,COGS-001,DPT-500,Budget,18806.7
08/25/2023,OPEX-004,DPT-300,Budget,4201.8
12/20/2023,OPEX-004,DPT-100,Actual,14676.2
05/07/2023,COGS-002,DPT-400,Budget,21152.75
11/14/2023,OPEX-002,DPT-400,Budget,16186.48
05/31/2023,COGS-002,DPT-100,Budget,14312.61
02/01/2023,COGS-001,DPT-300,Actual,18501.91
12/16/2023,OPEX-002,DPT-100,Actual,12533.76
06/10/2023,OPEX-005,DPT-500,Budget,5064.63
08/26/2023,OPEX-003,DPT-200,Actual,15956.01
02/24/2023,OPEX-002,DPT-300,Budget,12084.84
08/20/2023,OPEX-004,DPT-300,Actual,4722.04
05/29/2023,REV-002,DPT-500,Budget,20396.8
07/31/2023,OPEX-003,DPT-500,Budget,16922.2
03/24/2023,COGS-001,DPT-100,Actual,12190.06
06/12/2023,COGS-002,DPT-400,Actual,26392.42
01/18/2023,REV-001,DPT-200,Budget,29619.26
02/24/2023,OPEX-003,DPT-100,Actual,15256.61
01/05/2023,COGS-001,DPT-500,Actual,17247.69
03/09/2023,REV-002,DPT-400,Budget,125906.47
05/23/2023,COGS-001,DPT-400,Budget,6863.55
05/27/2023,COGS-001,DPT-500,Budget,12278.33
03/04/2023,COGS-002,DPT-400,Actual,15253.78
06/18/2023,OPEX-004,DPT-400,Actual,9239.08
02/23/2023,REV-002,DPT-200,Budget,93949
